year,utilityNumber,utilityName,state,part,serviceType,dataType,ownership,baCode,resRev,resSales,resCust,resPrice,comRev,comSales,comCust,comPrice,indRev,indSales,indCust,indPrice,transRev,transSales,transCust,transPrice,totalRev,totalSales,totalCust,totalPrice
2015,17715,Southwestern Electric Coop Inc - (NM),CO,A,Bundled,O,Cooperative,PNM,14.7,73,6,20.14,2.6,14,1,18.57,,,,,,,,,17.3,87,7,19.89
2015,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,PSCO,7220,58978,8234,12.24,6324,65991,2180,9.58,,,,,,,,,13544,124969,10414,10.84
2015,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,PSCO,22871,210872,21899,10.85,18628.8,180918,4495,10.3,9770.7,132843,15,7.36,,,,,51270.5,524633,26409,9.77
2015,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,WACM,10152,62060,8416,16.36,5423,41080,1329,13.2,13519,87602,2630,15.43,0,0,0,,29094,190742,12375,15.25
2015,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,PSCO,4809,52834,5275,9.1,12505,120635,775,10.37,6413,68050,1,9.42,,,,,23727,241519,6051,9.82
2015,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,PSCO,190252,1456438,136251,13.06,76373,657003,12242,11.62,11182,128288,61,8.72,0,0,0,,277807,2241729,148554,12.39
2015,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,14653,98468,12192,14.88,14531,128393,2377,11.32,38613,507832,116,7.6,0,0,0,,67797,734693,14685,9.23
2015,59139,SunEdison LLC,CO,A,Bundled,O,Behind the Meter,PSCO,50.7,428,666,11.85,763.7,13400,33,5.7,8.9,134,1,6.64,0,0,0,,823.3,13962,700,5.9
2015,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,40722,278969,35302,14.6,30877,263364,6327,11.72,30979,390583,195,7.93,,,,,102578,932916,41824,11
2015,59738,"SunPower Capital Services, LLC",CO,A,Bundled,O,Behind the Meter,PSCO,183.5,3257,621,5.63,,,,,,,,,,,,,183.5,3257,621,5.63
2015,59647,Sunrun Inc.,CO,A,Bundled,O,Behind the Meter,PSCO,1155.5,9587,1209,12.05,,,,,,,,,,,,,1155.5,9587,1209,12.05
2015,59556,"Kilowatt Financial, LLC",CO,A,Bundled,O,Behind the Meter,PSCO,607.8,6846,726,8.88,,,,,,,,,,,,,607.8,6846,726,8.88
2015,11256,City of Loveland - (CO),CO,A,Bundled,O,Municipal,PSCO,23029.3,251161,30651,9.17,9122.8,103391,4000,8.82,19210.7,372561,361,5.16,,,,,51362.8,727113,35012,7.06
2015,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,SWPP,29.4,229,35,12.84,173.1,1858,22,9.32,,,,,,,,,202.5,2087,57,9.7
2015,918,City of Aspen- (CO),CO,A,Bundled,O,Municipal,PSCO,2503,22473,1978,11.14,4192,43909,1021,9.55,,,,,,,,,6695,66382,2999,10.09
2015,27000,WAPA-- Western Area Power Administration,CO,A,Bundled,O,Federal,WACM,,,,,2280.7,67397,12,3.38,474.7,15963,3,2.97,,,,,2755.4,83360,15,3.31
2015,99999,Adjustment 2015,CO,A,Bundled,I,,PSCO,8931.5,65782,-4485,,25786.6,209953,2680,12.28,7002.7,86484,156,8.1,0,0,0,,41720.8,362219,-1649,11.52
2015,7563,Grand Valley Power,CO,A,Bundled,O,Cooperative,PSCO,19743.2,141889,14619,13.91,8766.2,71525,2268,12.26,1705.3,19029,125,8.96,,,,,30214.7,232443,17012,13
2015,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,WACM,12881,77075,10853,16.71,4769,33219,1055,14.36,,,,,,,,,17650,110294,11908,16
2015,7826,City of Gunnison - (CO),CO,A,Bundled,O,Municipal,WACM,2193.5,25025,3370,8.77,2951.6,41566,829,7.1,,,,,,,,,5145.1,66591,4199,7.73
2015,6638,City of Fountain,CO,A,Bundled,O,Municipal,PSCO,14984,137317,17327,10.91,7260,75930,1090,9.56,,,,,,,,,22244,213247,18417,10.43
2015,15257,"Poudre Valley R  E  A, Inc",CO,A,Bundled,O,Cooperative,WACM,44702.9,382340,34015,11.69,27145.6,240273,3901,11.3,39672.9,504136,493,7.87,,,,,111521.4,1126749,38409,9.9
2015,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,15929.8,101830,10722,15.64,11856.6,89272,2428,13.28,118.8,739,58,16.08,,,,,27905.2,191841,13208,14.55
2015,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,WACM,8110,58413,4859,13.88,10530,97922,1574,10.75,11479,97390,1545,11.79,,,,,30119,253725,7978,11.87
2015,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,WACM,10571,61844,7659,17.09,7413.2,51636,1134,14.36,8658.9,70419,1481,12.3,,,,,26643.1,183899,10274,14.49
2015,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,WACM,86062,696114,66378,12.36,59786,561237,9561,10.65,61139,707848,690,8.64,0,0,0,,206987,1965199,76629,10.53
2015,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,WACM,6471.2,51413,4970,12.59,7070,59951,1345,11.79,24263.4,229929,2130,10.55,,,,,37804.6,341293,8445,11.08
2015,3989,City of Colorado Springs - (CO),CO,A,Bundled,O,Municipal,WACM,180091.3,1460187,188988,12.33,87911.1,1102009,29885,7.98,148277.6,1953310,1587,7.59,0,0,0,,416280,4515506,220460,9.22
2015,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,WACM,34601.8,252631,28915,13.7,9320,74694,3428,12.48,18960.9,220691,197,8.59,,,,,62882.7,548016,32540,11.47
2015,56146,Black Hills/Colorado Elec.Util,CO,A,Bundled,O,Investor Owned,PSCO,97418,621109,82917,15.68,105881,824730,11854,12.84,42325,472360,64,8.96,0,0,0,,245624,1918199,94835,12.8
2015,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,WACM,18946.3,136858,16752,13.84,11746.6,107227,3264,10.95,2537,26795,14,9.47,,,,,33229.9,270880,20030,12.27
2015,59580,"SunPower Capital, LLC",CO,A,Bundled,O,Behind the Meter,PSCO,190.6,4804,409,3.97,0,0,0,,0,0,0,,0,0,0,,190.6,4804,409,3.97
2015,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,5795,43705,4800,13.26,5819,58658,1578,9.92,26627,224571,2503,11.86,,,,,38241,326934,8881,11.7
2015,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,PSCO,64830.6,601204,45452,10.78,46416.7,517227,9876,8.97,5431.8,58806,9,9.24,,,,,116679.1,1177237,55337,9.91
2015,7300,City of Glenwood Springs - (CO),CO,A,Bundled,O,Municipal,PSCO,3716,35303,4680,10.53,9389,93558,1511,10.04,,,,,,,,,13105,128861,6191,10.17
2015,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,WACM,11360.8,70831,9088,16.04,4416,35049,1433,12.6,832,8284,7,10.04,,,,,16608.8,114164,10528,14.55
2015,99999,Adjustment 2015,CO,A,Bundled,I,,WACM,16232.1,119679,16078,,14446.9,112174,2525,12.88,4520.3,39582,158,11.42,0,0,0,,35199.3,271435,18761,12.97
2015,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,68688.8,502744,44738,13.66,18825.6,168252,6684,11.19,10479.3,123723,32,8.47,,,,,97993.7,794719,51454,12.33
2015,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,2381.4,19278,2510,12.35,8191.6,76952,751,10.65,51734.4,663244,64,7.8,,,,,62307.4,759474,3325,8.2
2015,57313,SolarCity Corporation,CO,A,Bundled,O,Behind the Meter,WACM,6.3,90,12,7,588.8,4816,742,12.23,0,0,0,,0,0,0,,595.1,4906,754,12.13
2015,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,1004.4,15163,1564,6.62,2104,29218,668,7.2,31605.9,484400,77,6.52,,,,,34714.3,528781,2309,6.56
2015,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,PSCO,1056925,9111591,1211662,11.6,1244453,12927635,211797,9.63,429654,6596068,336,6.51,6477,64264,1,10.08,2737509,28699558,1423796,9.54
2015,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,WACM,777,6091,626,12.76,366,3348,19,10.93,7227,64831,321,11.15,,,,,8370,74270,966,11.27
2015,99999,Adjustment 2015,CO,A,Bundled,I,,PACE,0,0,0,,0,0,0,,3720.8,35127,1,10.59,0,0,0,,3720.8,35127,1,10.59
2015,6752,Town of Frederick - (CO),CO,A,Bundled,O,Municipal,PSCO,2186,17594,1939,12.42,367.9,3036,142,12.12,704.1,5384,37,13.08,0,0,0,,3258,26014,2118,12.52
2016,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,SWPP,7.5,51,7,14.71,19.6,89,32,22.02,0.6,1,2,60,,,,,27.7,141,41,19.65
2016,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,SWPP,36,218,28,16.51,193.5,1833,23,10.56,,,,,,,,,229.5,2051,51,11.19
2016,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,2424.5,20491,2512,11.83,7092.7,61707,754,11.49,49850.6,655344,57,7.61,,,,,59367.8,737542,3323,8.05
2016,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,PSCO,25867.8,227582,21546,11.37,18806.5,179088,4409,10.5,11455.2,141897,15,8.07,,,,,56129.5,548567,25970,10.23
2016,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,6221,43588,4803,14.27,7188,75590,1581,9.51,26880,213005,2433,12.62,,,,,40289,332183,8817,12.13
2016,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,WACM,89842,737770,69895,12.18,60692,562690,9374,10.79,67896,850193,697,7.99,0,0,0,,218430,2150653,79966,10.16
2016,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,PSCO,1063526,9271880,1228305,11.47,1204881,13093066,213340,9.2,414797,6371224,335,6.51,6348,64745,1,9.8,2689552,28800915,1441981,9.34
2016,15257,"Poudre Valley Associated Services, Inc.",CO,A,Bundled,O,Cooperative,WACM,47317.7,406741,35079,11.63,28413,251618,4065,11.29,42109.3,556696,496,7.56,,,,,117840,1215055,39640,9.7
2016,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,WACM,10848.6,63907,7688,16.98,7803.9,55063,1113,14.17,8299.2,65551,1476,12.66,,,,,26951.7,184521,10277,14.61
2016,17715,Southwestern Electric Coop Inc - (NM),CO,A,Bundled,O,Cooperative,PNM,9,44,4,20.45,2.8,15,1,18.67,,,,,,,,,11.8,59,5,20
2016,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,WACM,10940,64693,8447,16.91,6005,43954,1352,13.66,15056,97240,2629,15.48,0,0,0,,32001,205887,12428,15.54
2016,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,16550.1,106161,10842,15.59,11570.5,86227,2439,13.42,130.6,831,58,15.72,,,,,28251.2,193219,13339,14.62
2016,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,WACM,13416,78270,10964,17.14,5048,34105,1071,14.8,,,,,,,,,18464,112375,12035,16.43
2016,16616,"San Isabel Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,27430,166659,21144,16.46,13240,81561,2637,16.23,14161,191122,8,7.41,,,,,54831,439342,23789,12.48
2016,57313,SolarCity Corporation,CO,A,Bundled,O,Behind the Meter,PSCO,7742.7,79829,10623,9.7,905,12616,62,7.17,0,0,0,,0,0,0,,8647.7,92445,10685,9.35
2016,57313,SolarCity Corporation,CO,A,Bundled,O,Behind the Meter,WACM,8.5,116,15,7.33,711.8,6471,808,11,0,0,0,,0,0,0,,720.3,6587,823,10.94
2016,59139,SunEdison LLC,CO,A,Bundled,O,Behind the Meter,PSCO,309,4792,666,6.45,713.6,12294,33,5.8,9.9,143,1,6.92,0,0,0,,1032.5,17229,700,5.99
2016,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,WACM,798,5922,632,13.48,365,3349,19,10.9,10284,86978,341,11.82,0,0,0,,11447,96249,992,11.89
2016,27000,WAPA-- Western Area Power Administration,CO,A,Bundled,O,Federal,WACM,,,,,2398.3,70748,10,3.39,492.1,17972,2,2.74,0,0,0,,2890.4,88720,12,3.26
2016,56146,Black Hills/Colorado Elec.Util,CO,A,Bundled,O,Investor Owned,PSCO,97088,616706,83873,15.74,109141,872113,11689,12.51,39274,434831,62,9.03,0,0,0,,245503,1923650,95624,12.76
2016,7563,Grand Valley Power,CO,A,Bundled,O,Cooperative,PSCO,20979.6,149296,15231,14.05,8917.4,73601,1866,12.12,1752.3,19972,126,8.77,,,,,31649.3,242869,17223,13.03
2016,7826,City of Gunnison - (CO),CO,A,Bundled,O,Municipal,WACM,2424.6,26136,3388,9.28,2961.4,41643,830,7.11,,,,,,,,,5386,67779,4218,7.95
2016,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,WACM,12179.1,74667,9218,16.31,4828,37285,1453,12.95,825.8,7729,7,10.68,,,,,17832.9,119681,10678,14.9
2016,7300,City of Glenwood Springs - (CO),CO,A,Bundled,O,Municipal,PSCO,3882,35924,4683,10.81,9350,91276,1500,10.24,,,,,,,,,13232,127200,6183,10.4
2016,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,PSCO,66848.9,616670,46013,10.84,46758.3,519532,10000,9,4963.8,54207,11,9.16,,,,,118571,1190409,56024,9.96
2016,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,WACM,6703.8,50694,4991,13.22,6895.1,55247,1262,12.48,23702.6,220174,2121,10.77,,,,,37301.5,326115,8374,11.44
2016,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,14386.5,96679,11919,14.88,15999.6,206669,2726,7.74,34941.7,444619,120,7.86,0,0,0,,65327.8,747967,14765,8.73
2016,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,PSCO,7391,59974,8220,12.32,6555,66496,2305,9.86,,,,,,,,,13946,126470,10525,11.03
2016,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,WACM,35381.3,260976,29085,13.56,9596.8,77789,3437,12.34,16175.6,184835,235,8.75,,,,,61153.7,523600,32757,11.68
2016,6638,City of Fountain,CO,A,Bundled,O,Municipal,PSCO,14358,142511,17578,10.08,6484,75826,1109,8.55,,,,,,,,,20842,218337,18687,9.55
2016,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,PSCO,4494,50375,4989,8.92,11778,125801,1038,9.36,6139,70062,1,8.76,,,,,22411,246238,6028,9.1
2016,6604,City of Fort Collins - (CO),CO,A,Bundled,O,Municipal,PSCO,50029.7,495471,62770,10.1,42879.9,514419,8234,8.34,32163.4,493830,12,6.51,0,0,0,,125073,1503720,71016,8.32
2016,6752,Town of Frederick - (CO),CO,A,Bundled,O,Municipal,PSCO,2258.4,18099,2052,12.48,500.5,4200,148,11.92,710.5,5384,36,13.2,,,,,3469.4,27683,2236,12.53
2016,11256,City of Loveland - (CO),CO,A,Bundled,O,Municipal,PSCO,24565.6,252551,31458,9.73,10220.6,110268,4064,9.27,23611.7,339828,353,6.95,,,,,58397.9,702647,35875,8.31
2016,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,1154.6,15734,1531,7.34,2258.3,30875,667,7.31,30426.5,460534,78,6.61,,,,,33839.4,507143,2276,6.67
2016,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,WACM,8220,59246,4892,13.87,11664,106998,1586,10.9,15875,144900,1552,10.96,,,,,35759,311144,8030,11.49
2016,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,WACM,20710,144274,16908,14.35,12376.2,109649,3307,11.29,2233,23865,14,9.36,,,,,35319.2,277788,20229,12.71
2016,10066,K C Electric Association,CO,A,Bundled,O,Cooperative,WACM,5001.5,37580,3272,13.31,9764.4,86253,2491,11.32,7322.5,71704,730,10.21,,,,,22088.4,195537,6493,11.3
2016,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,PSCO,193802,1485060,138688,13.05,79912,698491,12467,11.44,10064,116436,60,8.64,0,0,0,,283778,2299987,151215,12.34
2016,11187,City of Longmont,CO,A,Bundled,O,Municipal,PSCO,28544.1,307156,35721,9.29,27689.7,356796,2779,7.76,7707,117865,9,6.54,,,,,63940.8,781817,38509,8.18
2016,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,44612.8,289254,35626,15.42,32263.3,269177,6443,11.99,24614.6,386950,196,6.36,,,,,101490.7,945381,42265,10.74
2018,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,6581,44648,4802,14.74,7816,83442,1637,9.37,27067,205985,2378,13.14,,,,,41464,334075,8817,12.41
2018,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,PSCO,27242.9,225999,22298,12.05,19243.9,180462,4565,10.66,11580.5,152356,16,7.6,,,,,58067.3,558817,26879,10.39
2016,918,City of Aspen- (CO),CO,A,Bundled,O,Municipal,PSCO,3033.3,22815,2017,13.3,4976.8,43168,1005,11.53,,,,,,,,,8010.1,65983,3022,12.14
2016,3989,City of Colorado Springs - (CO),CO,A,Bundled,O,Municipal,WACM,180743.8,1501916,191539,12.03,83817.7,1088407,32245,7.7,141298.1,1976066,1622,7.15,0,0,0,,405859.6,4566389,225406,8.89
2016,99999,Adjustment 2016,CO,A,Bundled,I,,SWPP,0,0,0,,47,601,1,7.82,0,0,0,,0,0,0,,47,601,1,7.82
2016,99999,Adjustment 2016,CO,A,Bundled,I,,WACM,16492.4,127104,17139,12.98,14504.3,113482,2681,12.78,4501.2,45877,163,9.81,0,0,0,,35497.9,286463,19983,12.39
2016,99999,Adjustment 2016,CO,A,Bundled,I,,PSCO,9741.2,67913,-5808,14.34,26698.8,212112,2740,12.59,7003.3,85760,151,8.17,0,0,0,,43443.3,365785,-2917,11.88
2016,99999,Adjustment 2016,CO,A,Bundled,I,,PACE,0,0,-718,,0,0,0,,3294.7,29905,1,11.02,0,0,0,,3294.7,29905,-717,11.02
2016,59943,Spruce Finance,CO,A,Bundled,O,Behind the Meter,PACE,636.9,7037,718,9.05,,,,,,,,,,,,,636.9,7037,718,9.05
2016,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,72618,518063,46823,14.02,21154,179878,3805,11.76,9868,119904,35,8.23,,,,,103640,817845,50663,12.67
2016,59580,"SunPower Capital, LLC",CO,A,Bundled,O,Behind the Meter,WACM,1.1,10,1,11,0,0,0,,0,0,0,,0,0,0,,1.1,10,1,11
2016,59580,"SunPower Capital, LLC",CO,A,Bundled,O,Behind the Meter,PSCO,214.1,4764,392,4.49,0,0,0,,0,0,0,,0,0,0,,214.1,4764,392,4.49
2016,59579,Sunnova,CO,A,Bundled,O,Behind the Meter,PSCO,12.3,140,10,8.79,0,0,0,,0,0,0,,0,0,0,,12.3,140,10,8.79
2016,59647,Sunrun Inc.,CO,A,Bundled,O,Behind the Meter,PSCO,1636.1,13842,2086,11.82,,,,,,,,,,,,,1636.1,13842,2086,11.82
2016,59738,"SunPower Capital Services, LLC",CO,A,Bundled,O,Behind the Meter,PSCO,539.6,6371,563,8.47,,,,,,,,,,,,,539.6,6371,563,8.47
2017,16649,Sangre De Cristo Elec Assn Inc,CO,A,Bundled,O,Cooperative,WACM,13517,78278,11124,17.27,5113,33990,1083,15.04,,,,,,,,,18630,112268,12207,16.59
2017,16603,"San Luis Valley R E C, Inc",CO,A,Bundled,O,Cooperative,WACM,11238,64152,8490,17.52,6431,45456,1407,14.15,15501,95140,2623,16.29,,,,,33170,204748,12520,16.2
2017,16616,"San Isabel Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,27464,165748,21357,16.57,13879.2,86730,2683,16,15894.3,205649,8,7.73,,,,,57237.5,458127,24048,12.49
2017,16622,"San Miguel Power Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,16174.5,103269,10965,15.66,11443.5,85150,2450,13.44,154.9,1020,58,15.19,,,,,27772.9,189439,13473,14.66
2017,15466,Public Service Co of Colorado,CO,A,Bundled,O,Investor Owned,PSCO,1033324.5,9107102,1244432,11.35,1231676.4,12999382,214345,9.47,421067.5,6449173,339,6.53,7144.4,73155,1,9.77,2693212.8,28628812,1459117,9.41
2018,61098,Longroad Energy,CO,A,Bundled,O,Behind the Meter,PSCO,,,,,541.7,7898,16,6.86,,,,,,,,,541.7,7898,16,6.86
2017,17592,Southeast Colorado Power Assn,CO,A,Bundled,O,Cooperative,WACM,11013.7,64911,7725,16.97,8269.4,59300,1123,13.95,7280.6,54174,1483,13.44,,,,,26563.7,178385,10331,14.89
2017,17715,Southwestern Electric Coop Inc - (NM),CO,A,Bundled,O,Cooperative,PNM,8.3,39,6,21.28,4.2,24,1,17.5,0,0,0,,0,0,0,,12.5,63,7,19.84
2017,13050,"Mountain Parks Electric, Inc",CO,A,Bundled,O,Cooperative,WACM,20939,141776,17111,14.77,12693.5,113218,3344,11.21,2610.5,23953,14,10.9,,,,,36243,278947,20469,12.99
2017,13058,"Mountain View Elec Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,76129,530475,47578,14.35,23914,198493,3881,12.05,10740,123483,38,8.7,,,,,110783,852451,51497,13
2017,15257,"Poudre Valley REA, Inc",CO,A,Bundled,O,Cooperative,WACM,48547.4,406573,35906,11.94,28819.3,243903,4183,11.82,46470.8,605460,509,7.68,0,0,0,,123837.5,1255936,40598,9.86
2017,27000,WAPA-- Western Area Power Administration,CO,A,Bundled,O,Federal,WACM,0,0,0,,2256,73758,11,3.06,565.5,20867,3,2.71,0,0,0,,2821.5,94625,14,2.98
2017,27058,"High West Energy, Inc",CO,A,Bundled,O,Cooperative,WACM,881,5993,641,14.7,399,3422,19,11.66,11339,92530,354,12.25,0,0,0,,12619,101945,1014,12.38
2017,21075,Y-W Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,6423,43153,4798,14.88,8037,79085,1582,10.16,26451,205952,2378,12.84,,,,,40911,328190,8758,12.47
2017,21081,Yampa Valley Electric Assn Inc,CO,A,Bundled,O,Cooperative,PSCO,25314.8,222465,21605,11.38,18064.7,177256,4528,10.19,11218.4,153922,16,7.29,,,,,54597.9,553643,26149,9.86
2017,20576,"White River Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,2514.8,18563,2526,13.55,5194.1,47776,749,10.87,56951.6,714469,66,7.97,,,,,64660.5,780808,3341,8.28
2017,19160,"Tri-County Electric Coop, Inc",CO,A,Bundled,O,Cooperative,SWPP,7.1,46,8,15.43,21,94,23,22.34,0.3,3,2,10,,,,,28.4,143,33,19.86
2017,20510,"Wheatland Electric Coop, Inc",CO,A,Bundled,O,Cooperative,SWPP,33.1,208,42,15.91,187.9,1773,23,10.6,,,,,,,,,221,1981,65,11.16
2017,19499,"United Power, Inc",CO,A,Bundled,O,Cooperative,WACM,95383,764253,73033,12.48,58592,529435,9577,11.07,71702,888586,713,8.07,0,0,0,,225677,2182274,83323,10.34
2017,3989,City of Colorado Springs - (CO),CO,A,Bundled,O,Municipal,WACM,183860.3,1480123,192721,12.42,92018.5,1094838,33070,8.4,150786.1,1981794,1611,7.61,0,0,0,,426664.9,4556755,227402,9.36
2017,5862,"Empire Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,14404,91746,11713,15.7,16779,158471,3056,10.59,43018,592077,111,7.27,,,,,74201,842294,14880,8.81
2017,5997,Town of Estes Park,CO,A,Bundled,O,Municipal,PSCO,7788,58086,8149,13.41,7198,66554,2397,10.82,,,,,,,,,14986,124640,10546,12.02
2017,5086,Delta Montrose Electric Assn,CO,A,Bundled,O,Cooperative,WACM,36418.1,258885,29320,14.07,9836.3,77743,3490,12.65,15926.7,173636,229,9.17,,,,,62181.1,510264,33039,12.19
2017,918,City of Aspen- (CO),CO,A,Bundled,O,Municipal,PSCO,2622,22063,2017,11.88,4348,42411,1005,10.25,,,,,,,,,6970,64474,3022,10.81
2017,11256,City of Loveland - (CO),CO,A,Bundled,O,Municipal,PSCO,25675.6,247520,31915,10.37,10887.1,110054,4110,9.89,24581.7,340005,352,7.23,,,,,61144.4,697579,36377,8.77
2017,11187,City of Longmont,CO,A,Bundled,O,Municipal,PSCO,29478.2,303492,36392,9.71,28409.4,362303,2816,7.84,8052.6,118393,9,6.8,,,,,65940.2,784188,39217,8.41
2017,10066,K C Electric Association,CO,A,Bundled,O,Cooperative,WACM,4928.7,37004,3280,13.32,9893.3,85537,2466,11.57,6651.1,56482,718,11.78,,,,,21473.1,179023,6464,11.99
2017,10539,"La Plata Electric Assn, Inc",CO,A,Bundled,O,Cooperative,WACM,43219.9,280953,36015,15.38,32065.9,265984,6441,12.06,29435.7,384050,197,7.66,,,,,104721.5,930987,42653,11.25
2017,12860,Morgan County Rural Elec Assn,CO,A,Bundled,O,Cooperative,WACM,8274,59538,4945,13.9,12448,114143,1635,10.91,17165,159005,1567,10.8,,,,,37887,332686,8147,11.39
2017,12866,Moon Lake Electric Assn Inc,CO,A,Bundled,O,Cooperative,WACM,1193.4,14663,1537,8.14,2218.1,28952,655,7.66,29752.6,429922,77,6.92,,,,,33164.1,473537,2269,7
2017,7300,City of Glenwood Springs - (CO),CO,A,Bundled,O,Municipal,PSCO,3926,34920,4702,11.24,9416,90698,1492,10.38,,,,,,,,,13342,125618,6194,10.62
2017,7563,Grand Valley Power,CO,A,Bundled,O,Cooperative,PSCO,21331.4,148912,15335,14.32,9054,73044,1876,12.4,1461.1,14560,127,10.04,,,,,31846.5,236516,17338,13.46
2017,6604,City of Fort Collins - (CO),CO,A,Bundled,O,Municipal,PSCO,50959.3,485354,63760,10.5,43738.7,506730,8750,8.63,34032.2,506951,13,6.71,0,0,0,,128730.2,1499035,72523,8.59
2017,6610,City of Fort Morgan,CO,A,Bundled,O,Municipal,PSCO,4532,55221,4988,8.21,11906,122683,1050,9.7,6255,72246,1,8.66,,,,,22693,250150,6039,9.07
2017,6638,City of Fountain,CO,A,Bundled,O,Municipal,PSCO,14656,141490,16352,10.36,6759,76626,1012,8.82,,,,,,,,,21415,218116,17364,9.82
2017,6752,Town of Frederick - (CO),CO,A,Bundled,O,Municipal,PSCO,2341,18802,2175,12.45,424,4394,153,9.65,614,5375,38,11.42,,,,,3379,28571,2366,11.83
2017,9336,Intermountain Rural Elec Assn,CO,A,Bundled,O,Cooperative,PSCO,193627,1478664,141774,13.09,82234,717702,12708,11.46,10073,115829,60,8.7,0,0,0,,285934,2312195,154542,12.37
2017,7787,Gunnison County Elec Assn.,CO,A,Bundled,O,Cooperative,WACM,12330.9,72301,9308,17.05,4848.6,36354,1462,13.34,876,7708,7,11.36,,,,,18055.5,116363,10777,15.52
2017,7826,City of Gunnison - (CO),CO,A,Bundled,O,Municipal,WACM,2474.4,25235,3430,9.81,3182.9,42447,842,7.5,,,,,,,,,5657.3,67682,4272,8.36
2017,8773,"Holy Cross Electric Assn, Inc",CO,A,Bundled,O,Cooperative,PSCO,66437.7,599913,46572,11.07,47177.8,510743,10124,9.24,5322.2,55797,13,9.54,,,,,118937.7,1166453,56709,10.2
2017,8570,Highline Electric Assn,CO,A,Bundled,O,Cooperative,WACM,6837,50734,4988,13.48,7083.9,55890,1226,12.67,27514.2,260589,2128,10.56,,,,,41435.1,367213,8342,11.28
